id,candidato,partido,idade,cidade,propostas,votos_estimados,ano_eleicao
819,Candidato_819,Partido D,37,Rio de Janeiro,Economia,17193,2020
820,Candidato_820,Partido A,58,Salvador,Economia,31109,2022
821,Candidato_821,Partido C,49,Fortaleza,Meio Ambiente,20233,2018
822,Candidato_822,Partido D,31,Fortaleza,Saúde,49021,2018
823,Candidato_823,Partido B,28,Salvador,Economia,17194,2024
824,Candidato_824,Partido C,32,São Paulo,Saúde,35510,2020
825,Candidato_825,Partido D,44,São Paulo,Infraestrutura,2306,2020
826,Candidato_826,Partido D,53,Salvador,Educação,4849,2022
827,Candidato_827,Partido C,69,Manaus,Infraestrutura,13360,2020
828,Candidato_828,Partido B,34,Salvador,Meio Ambiente,46536,2024
829,Candidato_829,Partido C,67,Salvador,Segurança,30231,2024
830,Candidato_830,Partido D,58,São Paulo,Segurança,46800,2022
831,Candidato_831,Partido A,50,São Paulo,Segurança,37963,2024
832,Candidato_832,Partido A,65,Salvador,Infraestrutura,19689,2018
833,Candidato_833,Partido C,27,Salvador,Economia,30084,2018
834,Candidato_834,Partido D,30,Salvador,Educação,41387,2024
835,Candidato_835,Partido A,29,São Paulo,Segurança,10280,2022
836,Candidato_836,Partido D,29,Salvador,Meio Ambiente,3642,2020
837,Candidato_837,Partido C,47,Salvador,Meio Ambiente,43137,2022
838,Candidato_838,Partido A,33,Brasília,Segurança,15296,2020
839,Candidato_839,Partido D,59,Manaus,Segurança,16438,2024
840,Candidato_840,Partido A,44,Rio de Janeiro,Educação,49442,2024
841,Candidato_841,Partido C,66,Manaus,Segurança,38525,2018
842,Candidato_842,Partido D,59,Brasília,Educação,3994,2020
843,Candidato_843,Partido A,42,Rio de Janeiro,Meio Ambiente,48994,2022
844,Candidato_844,Partido C,41,Salvador,Segurança,35039,2024
845,Candidato_845,Partido A,48,Brasília,Infraestrutura,2813,2022
846,Candidato_846,Partido A,27,Salvador,Infraestrutura,28491,2018
847,Candidato_847,Partido B,56,São Paulo,Meio Ambiente,19845,2020
848,Candidato_848,Partido B,59,Fortaleza,Educação,42243,2020
849,Candidato_849,Partido C,62,Brasília,Infraestrutura,38164,2024
850,Candidato_850,Partido B,37,São Paulo,Educação,43051,2020
851,Candidato_851,Partido C,49,Brasília,Infraestrutura,14318,2024
852,Candidato_852,Partido B,33,Brasília,Infraestrutura,18200,2018
853,Candidato_853,Partido A,28,São Paulo,Educação,1082,2020
854,Candidato_854,Partido C,38,Rio de Janeiro,Economia,2920,2024
855,Candidato_855,Partido C,61,Manaus,Infraestrutura,41585,2022
856,Candidato_856,Partido A,58,Salvador,Segurança,12683,2024
857,Candidato_857,Partido C,35,Brasília,Meio Ambiente,12336,2020
858,Candidato_858,Partido C,65,Salvador,Economia,16596,2018
859,Candidato_859,Partido B,27,Fortaleza,Educação,3093,2020
860,Candidato_860,Partido C,52,São Paulo,Economia,13905,2020
861,Candidato_861,Partido D,53,Salvador,Saúde,25351,2024
862,Candidato_862,Partido A,33,São Paulo,Saúde,31981,2022
863,Candidato_863,Partido B,27,Salvador,Infraestrutura,9367,2020
864,Candidato_864,Partido B,49,Manaus,Infraestrutura,6285,2022
865,Candidato_865,Partido D,58,Manaus,Segurança,44664,2024
866,Candidato_866,Partido A,36,Manaus,Meio Ambiente,38705,2022
867,Candidato_867,Partido A,66,Manaus,Economia,17753,2024
868,Candidato_868,Partido B,33,Manaus,Saúde,19485,2018
869,Candidato_869,Partido C,39,Manaus,Infraestrutura,13977,2022
870,Candidato_870,Partido B,64,São Paulo,Meio Ambiente,20874,2022
871,Candidato_871,Partido A,49,Brasília,Economia,8674,2018
872,Candidato_872,Partido D,29,Salvador,Infraestrutura,30038,2022
873,Candidato_873,Partido B,35,Manaus,Infraestrutura,30315,2018
874,Candidato_874,Partido A,58,São Paulo,Saúde,4676,2020
875,Candidato_875,Partido B,48,São Paulo,Saúde,3426,2024
876,Candidato_876,Partido C,39,São Paulo,Infraestrutura,25473,2018
877,Candidato_877,Partido B,62,Brasília,Educação,3962,2022
878,Candidato_878,Partido B,32,Salvador,Infraestrutura,30943,2018
879,Candidato_879,Partido A,29,Brasília,Meio Ambiente,1859,2022
880,Candidato_880,Partido A,50,Rio de Janeiro,Infraestrutura,45816,2020
881,Candidato_881,Partido A,42,São Paulo,Segurança,5138,2018
882,Candidato_882,Partido B,30,Rio de Janeiro,Segurança,36192,2020
883,Candidato_883,Partido C,61,Fortaleza,Segurança,26640,2024
884,Candidato_884,Partido D,37,Manaus,Educação,11409,2022
885,Candidato_885,Partido D,52,Manaus,Educação,5017,2022
886,Candidato_886,Partido A,29,Brasília,Infraestrutura,11451,2020
887,Candidato_887,Partido A,37,Salvador,Segurança,29327,2024
888,Candidato_888,Partido B,41,Rio de Janeiro,Educação,11278,2018
889,Candidato_889,Partido D,64,Salvador,Saúde,25944,2018
890,Candidato_890,Partido A,69,Brasília,Infraestrutura,44764,2022
891,Candidato_891,Partido C,56,Manaus,Meio Ambiente,2134,2020
892,Candidato_892,Partido C,53,Salvador,Economia,31131,2020
893,Candidato_893,Partido A,27,Salvador,Infraestrutura,38887,2018
894,Candidato_894,Partido A,64,Manaus,Economia,39462,2024
895,Candidato_895,Partido D,58,Rio de Janeiro,Segurança,23520,2024
896,Candidato_896,Partido D,64,Manaus,Economia,22869,2018
897,Candidato_897,Partido B,51,Salvador,Segurança,37932,2018
898,Candidato_898,Partido D,37,Rio de Janeiro,Saúde,6039,2020
899,Candidato_899,Partido C,69,Rio de Janeiro,Economia,22281,2024
900,Candidato_900,Partido C,57,Manaus,Infraestrutura,48399,2018
901,Candidato_901,Partido A,30,Salvador,Segurança,11442,2018
902,Candidato_902,Partido D,48,Brasília,Infraestrutura,9252,2022
903,Candidato_903,Partido B,43,Salvador,Educação,28586,2018
904,Candidato_904,Partido C,40,São Paulo,Segurança,18568,2018
905,Candidato_905,Partido C,64,Fortaleza,Economia,21810,2024
906,Candidato_906,Partido B,52,Brasília,Segurança,2551,2020
907,Candidato_907,Partido B,57,Rio de Janeiro,Infraestrutura,13625,2024
908,Candidato_908,Partido C,65,Brasília,Saúde,35397,2020
909,Candidato_909,Partido C,37,Rio de Janeiro,Segurança,27249,2022
910,Candidato_910,Partido B,67,Rio de Janeiro,Economia,2361,2018
911,Candidato_911,Partido C,69,Brasília,Educação,27149,2022
912,Candidato_912,Partido A,49,Rio de Janeiro,Meio Ambiente,5370,2020
913,Candidato_913,Partido A,66,Rio de Janeiro,Saúde,6283,2024
914,Candidato_914,Partido B,60,São Paulo,Educação,8610,2024
915,Candidato_915,Partido D,51,Salvador,Segurança,44326,2022
916,Candidato_916,Partido B,62,Salvador,Infraestrutura,15924,2020
917,Candidato_917,Partido B,31,Fortaleza,Infraestrutura,48607,2022
918,Candidato_918,Partido D,29,Fortaleza,Economia,45717,2022
919,Candidato_919,Partido D,67,São Paulo,Infraestrutura,11626,2018
920,Candidato_920,Partido D,69,Fortaleza,Saúde,35761,2022
921,Candidato_921,Partido A,55,Brasília,Infraestrutura,1869,2018
922,Candidato_922,Partido C,47,Manaus,Economia,32552,2018
923,Candidato_923,Partido A,66,Manaus,Meio Ambiente,2014,2024
924,Candidato_924,Partido C,34,Manaus,Segurança,11103,2018
925,Candidato_925,Partido A,56,São Paulo,Segurança,17986,2018
926,Candidato_926,Partido C,67,São Paulo,Infraestrutura,45781,2024
927,Candidato_927,Partido A,54,Rio de Janeiro,Educação,31471,2022
928,Candidato_928,Partido D,63,Manaus,Segurança,34458,2020
929,Candidato_929,Partido B,55,Brasília,Meio Ambiente,26069,2020
930,Candidato_930,Partido A,42,Fortaleza,Infraestrutura,17873,2020
931,Candidato_931,Partido C,60,Brasília,Economia,24248,2022
932,Candidato_932,Partido D,26,Fortaleza,Meio Ambiente,24624,2018
933,Candidato_933,Partido A,38,Manaus,Infraestrutura,44516,2020
934,Candidato_934,Partido A,37,Manaus,Meio Ambiente,30061,2022
935,Candidato_935,Partido D,53,Manaus,Segurança,25170,2018
936,Candidato_936,Partido A,36,São Paulo,Economia,9024,2024
937,Candidato_937,Partido B,63,Fortaleza,Infraestrutura,17678,2020
938,Candidato_938,Partido A,26,São Paulo,Saúde,39256,2018
939,Candidato_939,Partido B,56,São Paulo,Economia,21411,2020
940,Candidato_940,Partido B,37,Salvador,Saúde,44803,2020
941,Candidato_941,Partido D,51,Brasília,Meio Ambiente,20296,2020
942,Candidato_942,Partido A,65,Brasília,Educação,27293,2018
943,Candidato_943,Partido D,41,Rio de Janeiro,Economia,28172,2022
944,Candidato_944,Partido A,64,São Paulo,Meio Ambiente,22128,2018
945,Candidato_945,Partido A,55,Fortaleza,Saúde,19257,2020
946,Candidato_946,Partido C,58,Salvador,Segurança,13855,2018
947,Candidato_947,Partido A,48,Salvador,Segurança,20642,2024
948,Candidato_948,Partido D,69,Brasília,Educação,36585,2022
949,Candidato_949,Partido B,59,São Paulo,Economia,21025,2018
950,Candidato_950,Partido A,30,Rio de Janeiro,Economia,5458,2024
951,Candidato_951,Partido C,43,São Paulo,Economia,6307,2022
952,Candidato_952,Partido D,54,Manaus,Meio Ambiente,42701,2024
953,Candidato_953,Partido A,31,São Paulo,Educação,19425,2022
954,Candidato_954,Partido D,34,Manaus,Economia,44427,2018
955,Candidato_955,Partido C,65,Manaus,Meio Ambiente,29273,2024
956,Candidato_956,Partido C,56,Rio de Janeiro,Segurança,39506,2020
957,Candidato_957,Partido D,58,Fortaleza,Saúde,6668,2024
958,Candidato_958,Partido A,52,Brasília,Meio Ambiente,26934,2022
959,Candidato_959,Partido B,39,São Paulo,Segurança,48195,2018
960,Candidato_960,Partido C,54,Manaus,Segurança,8697,2022
961,Candidato_961,Partido A,61,São Paulo,Saúde,25417,2024
962,Candidato_962,Partido A,53,Fortaleza,Segurança,17446,2024
963,Candidato_963,Partido B,46,Brasília,Educação,41597,2020
964,Candidato_964,Partido C,28,Fortaleza,Saúde,11751,2018
965,Candidato_965,Partido C,44,Brasília,Segurança,47218,2018
966,Candidato_966,Partido A,56,Salvador,Infraestrutura,8352,2024
967,Candidato_967,Partido A,60,Brasília,Meio Ambiente,14516,2018
968,Candidato_968,Partido B,28,Rio de Janeiro,Segurança,24299,2020
969,Candidato_969,Partido B,51,Fortaleza,Educação,32957,2022
970,Candidato_970,Partido C,41,Manaus,Economia,29927,2018
971,Candidato_971,Partido D,36,Salvador,Segurança,42094,2024
972,Candidato_972,Partido C,46,Rio de Janeiro,Economia,37412,2022
973,Candidato_973,Partido A,41,São Paulo,Infraestrutura,30493,2022
974,Candidato_974,Partido C,34,Fortaleza,Segurança,27711,2020
975,Candidato_975,Partido D,25,Manaus,Saúde,9003,2024
976,Candidato_976,Partido B,46,Brasília,Economia,32707,2018
977,Candidato_977,Partido D,50,Manaus,Infraestrutura,4278,2024
978,Candidato_978,Partido D,42,São Paulo,Saúde,8296,2022
979,Candidato_979,Partido D,38,Salvador,Saúde,26398,2024
980,Candidato_980,Partido B,53,Salvador,Saúde,36842,2018
981,Candidato_981,Partido D,36,Fortaleza,Saúde,14261,2018
982,Candidato_982,Partido D,60,Salvador,Segurança,12173,2020
983,Candidato_983,Partido D,59,Fortaleza,Meio Ambiente,31449,2018
984,Candidato_984,Partido A,36,Fortaleza,Segurança,42080,2018
985,Candidato_985,Partido D,31,Fortaleza,Segurança,2637,2024
986,Candidato_986,Partido B,53,Brasília,Infraestrutura,32781,2024
987,Candidato_987,Partido D,35,Rio de Janeiro,Infraestrutura,14652,2022
988,Candidato_988,Partido D,57,Fortaleza,Meio Ambiente,6103,2020
989,Candidato_989,Partido B,30,Fortaleza,Infraestrutura,26500,2024
990,Candidato_990,Partido D,39,Rio de Janeiro,Educação,35800,2018
991,Candidato_991,Partido B,56,Manaus,Meio Ambiente,36529,2022
992,Candidato_992,Partido D,35,Fortaleza,Infraestrutura,48963,2024
993,Candidato_993,Partido B,47,Brasília,Meio Ambiente,19452,2020
994,Candidato_994,Partido D,50,Salvador,Segurança,32174,2020
995,Candidato_995,Partido D,58,Salvador,Segurança,36436,2022
996,Candidato_996,Partido A,58,São Paulo,Meio Ambiente,48406,2022
997,Candidato_997,Partido A,53,São Paulo,Educação,16954,2022
998,Candidato_998,Partido D,28,Salvador,Educação,18186,2022
999,Candidato_999,Partido D,41,Salvador,Meio Ambiente,13356,2022
1000,Candidato_1000,Partido C,59,Brasília,Infraestrutura,33963,2018
